source,source_record_id,ein,organization_name,dba_name,street,city,state,zip,county,latitude,longitude,ntee_code,ntee_definition,status_code,status_definition,last_seen_vintage,tax_period,revenue_amount,asset_amount,income_amount,size,size_basis,active_flag,source_url
IRS/NCCS BMF,87-2531022,87-2531022,Feeding Antigua,,5825 TEAKWOOD LN N APT G,PLYMOUTH,MN,55442-1595,Hennepin County,45.0591151412948,-93.4471776877767,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202312,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2597820,87-2597820,My Plate Nutrition Services,,2701 13TH AVE S,MINNEAPOLIS,MN,55407-1122,Hennepin County,44.953605,-93.2562514978939,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-2908065,87-2908065,South West New American Center,,19875 HARMONY AVE,ROGERS,MN,55374-0000,Hennepin County,45.2073893107693,-93.5313246113176,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3219012,87-3219012,North American Somali Success,,2927 MAINE PR RD,SAINT CLOUD,MN,56301-4789,Stearns County,45.5434637084064,-94.1947556898197,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3288452,87-3288452,Noor Foundation,,1396 MICHELLE DR,EAGAN,MN,55123-1459,Dakota County,44.813232,-93.1666365,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3552258,87-3552258,Advance Education Center,,6568 157TH ST W,APPLE VALLEY,MN,55124-6046,Dakota County,44.72163,-93.2009445,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3752017,87-3752017,New American Civic Engagament,,1913 UNIVERSITY AVE NE,MINNEAPOLIS,MN,55418-4337,Hennepin County,45.007974,-93.2630905337009,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3752777,87-3752777,New American Community Support,,2418 PARK AVE,MINNEAPOLIS,MN,55404-3993,Hennepin County,44.958456,-93.265149515465,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3840320,87-3840320,New American Education & Training Center,,179 POTTOK LN,SHAKOPEE,MN,55379-4710,Scott County,44.7750202192854,-93.52356559839,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3846142,87-3846142,Council For African Nonprofits,,14125 VIRGINIA AVE S STE 115,SAVAGE,MN,55378-2653,Scott County,44.7487877360494,-93.3846828741998,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3885348,87-3885348,Washington County East African Community,,405 LK VW ALCOVE,WOODBURY,MN,55129-9201,Washington County,44.9427215054244,-92.896254,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3899550,87-3899550,Northside Academia Center,,540 LILIUM TRL,MEDINA,MN,55340-0000,Hennepin County,45.0609826263405,-93.5333517678295,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-3927785,87-3927785,Phillips Skills & Training Center,,2704 14TH AVE S,MINNEAPOLIS,MN,55407-1127,Hennepin County,44.9534595750765,-93.2550300713542,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,,,,,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,87-4605245,87-4605245,Madelia Community Food Shelf,,404 CTR AVE S,MADELIA,MN,56062-1618,Watonwan County,44.046423,-94.4165125028855,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,88-1108745,88-1108745,Society Of St Vincent De Paul Nativity Of Mary Conference,,9900 LYNDALE AVE S,BLOOMINGTON,MN,55420-4733,Hennepin County,44.8236041384962,-93.2886264763971,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202509,83060,86173,83060,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,88-1780713,88-1780713,Assist Families To Thrive,,30 W ELM ST,SAINT JOSEPH,MN,56374-4501,Stearns County,45.5693608782599,-94.3194069659504,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,88-2453228,88-2453228,New American Community Service,,8736 HUMBOLD AVE,MINNEAPOLIS,MN,55431-2044,Hennepin County,44.845284635582,-93.2987297965836,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-07,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,88-3462329,88-3462329,Local4local,Daniel Tjornehoj Mbr,1747 13TH AVE W,SHAKOPEE,MN,55379-2130,Scott County,44.7807242811759,-93.5485318812107,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,88-3860350,88-3860350,Hokah Area Food Shelf,,PO BOX 76,HOKAH,MN,55941-0076,Houston County,43.740387,-91.354419,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,88-3970896,88-3970896,Hope 4 All,,1000 DEVONSHIRE IN STE 115,MINNEAPOLIS,MN,55431-0000,Hennepin County,44.816103,-93.2943930228522,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,90-0100052,90-0100052,Dawson Area Food Shelf,,2742 HWY 212,DAWSON,MN,56232-4191,Lac qui Parle County,44.935720353193,-96.0963071071325,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,92-0331558,92-0331558,African Cultural Wellness Center,,15251 GREENHEAVEN DR APT 501,BURNSVILLE,MN,55306-7106,Dakota County,44.727642,-93.288708,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,92-0333477,92-0333477,Hido Dhawr Center,,11265 WESTWIND DR APT A,EDEN PRAIRIE,MN,55344-4512,Hennepin County,44.8457521662244,-93.422635896243,K31,"Food Banks, Pantries",1,Unconditional Exemption,2025-08,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,92-1758277,92-1758277,In The Name Of Love,,202 N CEDAR AVE,OWATONNA,MN,55060-2306,Steele County,44.085942,-93.2260480231979,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,93-2584195,93-2584195,Angels Wish,,6 5TH ST W STE 630,SAINT PAUL,MN,55102-1404,Ramsey County,44.9455653188875,-93.0946686448728,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,93-2880404,93-2880404,Ambassadors Of Culture,,3150 CRES RDG TRL,SAINT CLOUD,MN,56301-5683,Stearns County,45.517275,-94.1692704756769,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,93-3513590,93-3513590,Action Care Clinic Foundation,,10584 FRANCE AVE S,BLOOMINGTON,MN,55431-3538,Hennepin County,44.8115437304149,-93.3295982956986,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,93-3723305,93-3723305,Loaves And Fishes Food Shelf,,PO BOX 152,FOSSTON,MN,56542-0152,Polk County,47.578158,-95.729202,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,,45076,46917,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,93-4560315,93-4560315,Browns Valley Food Shelf,,406 OAK ST SE,BROWNS VALLEY,MN,56219-2537,Traverse County,45.5893550558023,-96.8288750106758,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,,20260,8504,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,93-4853789,93-4853789,Heritage Studio,,2910 PILLSBURY AVE SUIT 483,MINNEAPOLIS,MN,55408-2297,Hennepin County,44.949888,-93.2813689757915,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,99-0736641,99-0736641,Norway Community Association,,539 PHALEN BLVD,SAINT PAUL,MN,55130-5303,Ramsey County,44.9654375129548,-93.0775855335853,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,99-2131527,99-2131527,Fb Area Food Shelf,,PO BOX 373,FERTILE,MN,56540-0373,Polk County,47.541654,-96.2616015,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,99-2389439,99-2389439,Simpson Food Pantry,,128 W 33RD ST STE NUMBER 2,MINNEAPOLIS,MN,55408-4195,Hennepin County,44.9429474577008,-93.2810535,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,99-2457248,99-2457248,Community Partners Of Faribault County,,PO BOX 177,BRICELYN,MN,56014-0177,Faribault County,43.578468,-93.826791,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,99-3120195,99-3120195,Nessa Lao,,PO BOX 596,WACONIA,MN,55387-0596,Carver County,44.846082,-93.78756,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,99-3212332,99-3212332,Westonka Community Food Shelf,,2443 COMMERCE BLVD,MOUND,MN,55364-1427,Hennepin County,44.9338564524207,-93.6679784021869,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,110,110,110,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,99-3415756,99-3415756,Nonprofit Support Services,,615 HOLLY AVE,SAINT PAUL,MN,55102-2209,Ramsey County,44.9434105129262,-93.1259638236194,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,06-1783629,06-1783629,Rest Haven Food Bank,,,CLARKSDALE,MS,38614,,,,K31,"Food Banks, Pantries",,,2011-12,200712,0,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,11-3814582,11-3814582,Feed By Faith,,1400 PNE DR N,MERIDIAN,MS,39301-8767,Lauderdale County,32.2875481721101,-88.6945433480294,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202308,56116,182102,56116,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,26-0074820,26-0074820,Storehouse Community Food Pantry,,PO BOX 820914,VICKSBURG,MS,39182-0914,Warren County,32.312907,-90.88236,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202509,100377,56985,100377,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,26-1235369,26-1235369,Compassion Food Ministry Of Mississippi,Compassion Food Ministry,341 COUNTY RD 485,WATER VALLEY,MS,38965-2873,Yalobusha County,34.1631049414851,-89.6633777776848,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,106778,253972,106778,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,26-2425606,26-2425606,Crossroads Distribution Center,,,POPLARVILLE,MS,39470,,,,K31,"Food Banks, Pantries",,,2016-04,201412,7334,7953,7334,Small,IRS revenue < $5M,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,27-3083973,27-3083973,5000fed,,17 COUNTY RD 263,OXFORD,MS,38655-6428,Lafayette County,34.3314742391698,-89.2999284301962,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,27-3779135,27-3779135,Extra Table Feeds,,101 MADISON PL,HATTIESBURG,MS,39402-0000,Lamar County,31.3365381397253,-89.4384446601935,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,1116101,1375643,1116101,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-1214667,33-1214667,A Quarter Can,,,RICHLAND,MS,39218,,,,K31,"Food Banks, Pantries",,,2016-04,201212,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-1698106,33-1698106,Hope For The Coast,,1907 POPPS FRY RD,BILOXI,MS,39532-2009,Harrison County,30.4414055053384,-88.9504420674887,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2004340,33-2004340,The Fulton Church,,PO BOX 112,FULTON,MS,38843-0112,Itawamba County,34.263954,-88.3941705,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-2588142,33-2588142,Taking It 2 The Street Ministry,,1100 SHADY LN DR,MCCOMB,MS,39648-5945,Pike County,31.2226822472735,-90.4358390302384,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,33-3859548,33-3859548,Blazzing Express Food Pantry,,609 CENTRAL AVE,YAZOO CITY,MS,39194-4859,Yazoo County,32.8424204398985,-90.4235327601997,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,35-2268408,35-2268408,South Delta Charities,,,LELAND,MS,38756,,,,K31,"Food Banks, Pantries",,,2016-08,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,38-4051504,38-4051504,Tlc Ministries,Rescue Tlc,730 ENON RD,ACKERMAN,MS,39735-9624,Choctaw County,33.3320622320387,-89.1752511273877,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,39-2974070,39-2974070,Great River Elders Community Gardens,,158 HARTFIELD DR,MADISON,MS,39110-6544,Madison County,32.5292007532461,-90.1887608881356,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2245261,41-2245261,Sacred Heart St Joseph St Vincent De Paul,,PO BOX 1523,GREENVILLE,MS,38702-1523,Washington County,33.398964,-91.037781,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202509,77711,303430,77711,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,41-2495342,41-2495342,Unity Community Homeless Initiative,,123-A HWY 80 E 275,CLINTON,MS,39056-0000,Hinds County,32.3336101699171,-90.3238101298978,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,,,,,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,43-1954220,43-1954220,P B M Ministries,,PO BOX 874,WOODVILLE,MS,39669-0874,Wilkinson County,31.132602,-91.3588605,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,115629,262284,115629,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,46-3137024,46-3137024,Odessa Grant Food Pantry,,1115 MAIN ST,TUNICA,MS,38676-9176,Tunica County,34.6861304444163,-90.3835776011743,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,8440,170368,8440,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2827605,47-2827605,Crossroads Food Pantry,,176 OLD CROSSROADS W,POPLARVILLE,MS,39470-9736,Pearl River County,30.7823410606681,-89.7768449683835,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202512,0,0,0,Unknown,No positive IRS revenue reported,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-2981156,47-2981156,Smithville Helping Hands Food Pantry,,,SMITHVILLE,MS,38870,,,,K31,"Food Banks, Pantries",,,2020-04,201812,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-3092977,47-3092977,Shepherds Tent Food Pantry,,PO BOX 223,LAUREL,MS,39441-0223,Jones County,31.696821,-89.135181,K31,"Food Banks, Pantries",1,Unconditional Exemption,2024-08,202012,0,0,0,Unknown,No positive IRS revenue reported,Likely,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,47-5471193,47-5471193,Our Daily Bread Food Pantry,,PO BOX 875,WIGGINS,MS,39577-0875,Stone County,30.82086,-89.128809,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,64586,25562,64586,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,51-0427843,51-0427843,Michael Jefersons Outreach Ministries,,,STARKVILLE,MS,39759,,,,K31,"Food Banks, Pantries",,,2010-08,200312,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,52-2265453,52-2265453,Lords Hands,,,COMO,MS,38619,,,,K31,"Food Banks, Pantries",,,2010-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,64-0676325,64-0676325,Mississippi Food Network,,440 BEATTY ST,JACKSON,MS,39201-6215,Hinds County,32.2852021463151,-90.1940245197068,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202506,41912037,19077921,49565736,Large,IRS revenue >= $25M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,64-0710898,64-0710898,Food For Faith International,,,JACKSON,MS,39286,,,,K31,"Food Banks, Pantries",,,2002-01,200003,0,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,64-0756633,64-0756633,Indianola Interfaith Food Patry,,,INDIANOLA,MS,38751,,,,K31,"Food Banks, Pantries",,,2010-11,,,0,0,Unknown,No positive IRS revenue reported,Unknown/Inactive,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,64-0768593,64-0768593,Olive Branch Community Emergency Food Ministry,,10947 HWY 178,OLIVE BRANCH,MS,38654-8195,DeSoto County,34.9331893851641,-89.7957297656813,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,68314,67695,68314,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
IRS/NCCS BMF,64-0805470,64-0805470,Grenada Food Pantry,,PO BOX 117,GRENADA,MS,38902-0117,Grenada County,33.783993,-89.810001,K31,"Food Banks, Pantries",1,Unconditional Exemption,2026-06,202412,42533,384998,42533,Small,IRS revenue < $5M,Yes,https://urbaninstitute.github.io/nccs/datasets/bmf/
