ID,Food Item,Category,Storage Type,Dietary Notes
1669,"Peanut Butter, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1670,"Peanut Butter, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1671,"Peanut Butter, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1672,"Peanut Butter, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1673,"Peanut Butter, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1674,"Crunchy Peanut Butter, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1675,"Crunchy Peanut Butter, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1676,"Crunchy Peanut Butter, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1677,"Crunchy Peanut Butter, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1678,"Crunchy Peanut Butter, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1679,"Almond Butter, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1680,"Almond Butter, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1681,"Almond Butter, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1682,"Almond Butter, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1683,"Almond Butter, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1684,"Cashew Butter, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1685,"Cashew Butter, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1686,"Cashew Butter, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1687,"Cashew Butter, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1688,"Cashew Butter, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1689,"Sunflower Seed Butter, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1690,"Sunflower Seed Butter, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1691,"Sunflower Seed Butter, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1692,"Sunflower Seed Butter, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1693,"Sunflower Seed Butter, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1694,"Tahini, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1695,"Tahini, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1696,"Tahini, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1697,"Tahini, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1698,"Tahini, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1699,"Mixed Nuts, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1700,"Mixed Nuts, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1701,"Mixed Nuts, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1702,"Mixed Nuts, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1703,"Mixed Nuts, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1704,"Peanuts, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1705,"Peanuts, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1706,"Peanuts, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1707,"Peanuts, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1708,"Peanuts, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1709,"Almonds, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1710,"Almonds, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1711,"Almonds, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1712,"Almonds, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1713,"Almonds, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1714,"Cashews, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1715,"Cashews, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1716,"Cashews, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1717,"Cashews, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1718,"Cashews, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1719,"Walnuts, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1720,"Walnuts, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1721,"Walnuts, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1722,"Walnuts, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1723,"Walnuts, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1724,"Pecans, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1725,"Pecans, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1726,"Pecans, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1727,"Pecans, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1728,"Pecans, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1729,"Pistachios, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1730,"Pistachios, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1731,"Pistachios, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1732,"Pistachios, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1733,"Pistachios, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1734,"Sunflower Seeds, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1735,"Sunflower Seeds, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1736,"Sunflower Seeds, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1737,"Sunflower Seeds, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1738,"Sunflower Seeds, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1739,"Pumpkin Seeds, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1740,"Pumpkin Seeds, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1741,"Pumpkin Seeds, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1742,"Pumpkin Seeds, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1743,"Pumpkin Seeds, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1744,"Chia Seeds, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1745,"Chia Seeds, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1746,"Chia Seeds, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1747,"Chia Seeds, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1748,"Chia Seeds, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1749,"Flaxseed, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1750,"Flaxseed, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1751,"Flaxseed, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1752,"Flaxseed, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1753,"Flaxseed, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1754,"Hemp Seeds, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1755,"Hemp Seeds, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1756,"Hemp Seeds, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1757,"Hemp Seeds, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1758,"Hemp Seeds, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1759,"Trail Mix, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1760,"Trail Mix, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1761,"Trail Mix, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1762,"Trail Mix, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1763,"Trail Mix, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1764,"Roasted Chickpeas, standard package","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1765,"Roasted Chickpeas, single-serve packets","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1766,"Roasted Chickpeas, no-salt-added","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1767,"Roasted Chickpeas, lightly salted","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1768,"Roasted Chickpeas, unsweetened","Nuts, Seeds & Spreads",Shelf-stable,Check for nut/seed allergens
1769,"Macaroni And Cheese, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1770,"Macaroni And Cheese, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1771,"Macaroni And Cheese, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1772,"Macaroni And Cheese, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1773,"Macaroni And Cheese, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1774,"Beef Ravioli, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1775,"Beef Ravioli, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1776,"Beef Ravioli, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1777,"Beef Ravioli, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1778,"Beef Ravioli, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1779,"Cheese Ravioli, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1780,"Cheese Ravioli, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1781,"Cheese Ravioli, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1782,"Cheese Ravioli, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1783,"Cheese Ravioli, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1784,"Spaghetti With Meat Sauce, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1785,"Spaghetti With Meat Sauce, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1786,"Spaghetti With Meat Sauce, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1787,"Spaghetti With Meat Sauce, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1788,"Spaghetti With Meat Sauce, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1789,"Spaghetti With Tomato Sauce, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1790,"Spaghetti With Tomato Sauce, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1791,"Spaghetti With Tomato Sauce, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1792,"Spaghetti With Tomato Sauce, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1793,"Spaghetti With Tomato Sauce, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1794,"Chicken And Rice, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1795,"Chicken And Rice, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1796,"Chicken And Rice, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1797,"Chicken And Rice, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1798,"Chicken And Rice, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1799,"Beans And Rice, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1800,"Beans And Rice, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1801,"Beans And Rice, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1802,"Beans And Rice, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1803,"Beans And Rice, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1804,"Vegetable Curry, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1805,"Vegetable Curry, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1806,"Vegetable Curry, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1807,"Vegetable Curry, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1808,"Vegetable Curry, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1809,"Chickpea Curry, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1810,"Chickpea Curry, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1811,"Chickpea Curry, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1812,"Chickpea Curry, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1813,"Chickpea Curry, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1814,"Lentil Curry, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1815,"Lentil Curry, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1816,"Lentil Curry, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1817,"Lentil Curry, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1818,"Lentil Curry, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1819,"Chili Mac, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1820,"Chili Mac, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1821,"Chili Mac, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1822,"Chili Mac, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1823,"Chili Mac, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1824,"Beef Pasta, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1825,"Beef Pasta, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1826,"Beef Pasta, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1827,"Beef Pasta, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1828,"Beef Pasta, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1829,"Chicken Pasta, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1830,"Chicken Pasta, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1831,"Chicken Pasta, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1832,"Chicken Pasta, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1833,"Chicken Pasta, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1834,"Tuna Casserole Kit, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1835,"Tuna Casserole Kit, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1836,"Tuna Casserole Kit, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1837,"Tuna Casserole Kit, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1838,"Tuna Casserole Kit, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1839,"Hamburger-Style Skillet Meal, boxed kit",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1840,"Hamburger-Style Skillet Meal, microwave cup",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1841,"Hamburger-Style Skillet Meal, ready-to-eat pouch",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1842,"Hamburger-Style Skillet Meal, family-size package",Ready Meals & Meal Kits,Shelf-stable,Varies by item
1843,"Hamburger-Style Skillet Meal, single-serving bowl",Ready Meals & Meal Kits,Shelf-stable,Varies by item
